,A,B,C
6327,0,2,1
6328,2,7,1
6329,1,4,0
6330,1,3,2
6331,3,4,0
6332,0,5,1
6333,0,6,1
6334,0,8,0
6335,1,5,0
6336,2,1,0
6337,3,4,0
6338,0,2,1
6339,0,2,1
6340,2,6,2
6341,0,3,0
6342,2,7,0
6343,1,3,0
6344,1,4,2
6345,1,3,2
6346,1,2,0
6347,3,10,1
6348,0,3,2
6349,0,5,0
6350,2,5,0
6351,3,3,0
6352,3,5,1
6353,2,3,2
6354,1,5,0
6355,3,5,1
6356,2,2,1
6357,0,6,1
6358,2,5,2
6359,4,6,2
6360,1,7,1
6361,0,3,2
6362,1,1,1
6363,0,6,0
6364,4,8,0
6365,3,8,1
6366,0,4,3
6367,2,3,0
6368,1,6,1
6369,3,8,0
6370,2,5,1
6371,0,4,1
6372,3,7,1
6373,1,9,0
6374,2,2,1
6375,1,4,1
6376,2,6,2
6377,2,6,0
6378,1,5,2
6379,1,5,1
6380,2,5,0
6381,1,4,2
6382,5,6,0
6383,1,2,1
6384,2,10,0
6385,3,3,2
6386,1,6,0
6387,2,4,2
6388,2,5,1
6389,1,4,0
6390,5,7,3
6391,1,5,2
6392,1,4,2
6393,2,5,1
6394,3,3,0
6395,2,7,0
6396,4,2,0
6397,4,2,1
6398,1,3,2
6399,4,5,0
6400,0,4,0
6401,0,6,0
6402,2,4,0
6403,1,6,3
6404,3,6,0
6405,0,4,0
6406,1,1,2
6407,0,4,0
6408,2,4,0
6409,0,2,0
6410,0,3,0
6411,2,3,0
6412,3,8,2
6413,2,3,0
6414,1,6,1
6415,2,4,4
6416,2,1,1
6417,1,6,1
6418,2,4,3
6419,1,2,0
6420,2,5,0
6421,2,5,1
6422,2,8,0
6423,3,8,2
6424,3,6,0
6425,1,2,0
6426,2,4,1
6427,0,4,1
6428,1,5,1
6429,0,9,3
6430,1,5,1
6431,0,9,0
6432,2,6,1
6433,0,3,0
6434,4,1,0
6435,1,5,2
6436,0,6,1
6437,2,4,1
6438,0,3,1
6439,0,5,3
6440,2,3,2
6441,2,2,1
6442,2,5,0
6443,2,3,0
6444,3,5,2
6445,3,2,0
6446,2,2,0
6447,0,9,0
6448,1,8,1
6449,5,2,1
6450,2,5,2
6451,2,4,0
6452,0,7,1
6453,0,5,1
6454,0,4,0
6455,4,4,1
6456,0,5,1
6457,1,6,0
6458,1,6,1
6459,0,3,3
6460,0,5,0
6461,2,6,1
6462,1,2,2
6463,1,4,1
6464,3,3,0
6465,3,4,1
6466,2,8,0
6467,2,0,0
6468,1,7,1
6469,2,3,2
6470,2,5,1
6471,4,2,0
6472,0,7,0
6473,1,4,0
6474,0,9,0
6475,0,4,1
6476,2,6,1
6477,2,6,1
6478,1,3,0
6479,3,3,0
6480,4,2,1
6481,1,7,1
6482,3,5,0
6483,0,2,2
6484,1,2,0
6485,0,5,0
6486,0,8,3
6487,4,7,1
6488,1,7,2
6489,1,2,0
6490,1,3,0
6491,2,5,0
6492,1,8,0
6493,2,6,1
6494,3,2,0
6495,0,4,2
6496,1,4,0
6497,3,2,0
6498,1,3,1
6499,1,3,1
6500,2,4,2
6501,2,4,0
6502,1,4,0
6503,3,3,1
6504,1,4,1
6505,0,7,1
6506,3,4,0
6507,0,6,0
6508,4,2,0
6509,0,6,0
6510,0,5,2
6511,0,5,0
6512,3,3,4
6513,1,2,1
6514,0,7,1
6515,3,9,0
6516,0,4,0
6517,3,6,0
6518,1,2,0
6519,2,0,1
6520,0,4,1
6521,1,3,0
6522,1,3,0
6523,1,2,1
6524,0,3,3
6525,3,5,0
6526,3,3,0
6527,2,7,1
6528,4,6,0
6529,1,1,0
6530,0,5,0
6531,0,5,0
6532,2,3,1
6533,3,5,1
6534,1,2,1
6535,3,7,0
6536,1,4,1
6537,1,4,1
6538,2,2,1
6539,1,4,1
6540,2,5,1
6541,1,6,1
6542,4,4,1
6543,2,2,1
6544,3,5,3
6545,0,3,1
6546,0,7,1
6547,2,3,0
6548,1,4,0
6549,2,5,1
6550,2,2,0
6551,1,7,2
6552,0,3,0
6553,2,3,2
6554,2,5,0
6555,4,5,1
6556,2,6,1
6557,2,6,0
6558,1,3,1
6559,1,8,1
6560,4,8,0
6561,1,5,0
6562,0,3,1
6563,3,4,2
6564,1,2,0
6565,1,4,1
6566,3,6,2
6567,1,9,1
6568,1,4,3
6569,2,2,3
6570,5,9,0
6571,2,7,0
6572,1,3,1
6573,1,7,1
6574,2,6,0
6575,0,2,0
6576,2,3,0
6577,1,2,1
6578,2,7,1
6579,0,7,0
6580,0,2,2
6581,2,7,0
6582,0,4,0
6583,1,4,1
6584,3,5,1
6585,1,2,0
6586,0,2,0
6587,0,4,3
6588,0,7,0
6589,2,4,2
6590,4,8,1
6591,1,7,1
6592,1,8,1
6593,1,8,0
6594,4,3,1
6595,1,4,0
6596,0,4,1
6597,3,5,1
6598,3,9,1
6599,0,3,0
6600,2,5,0
6601,1,3,3
6602,3,4,1
6603,0,4,0
6604,1,5,0
6605,0,5,1
6606,1,4,1
6607,2,6,1
6608,1,4,1
6609,0,5,1
6610,1,2,2
6611,1,3,0
6612,0,5,2
6613,1,6,2
6614,1,4,0
6615,1,3,0
6616,1,5,1
6617,2,1,1
6618,3,8,1
6619,1,4,0
6620,2,5,1
6621,2,2,1
6622,1,2,0
6623,0,1,2
6624,2,5,1
6625,1,4,0
6626,1,1,0
6627,3,3,3
6628,2,4,0
6629,0,6,0
6630,0,4,0
6631,4,6,1
6632,2,3,1
6633,2,5,0
6634,0,2,1
6635,1,5,1
6636,3,5,0
6637,0,6,2
6638,0,2,0
6639,0,2,0
6640,2,2,0
6641,3,4,2
6642,4,7,0
6643,1,4,0
6644,4,3,2
6645,1,4,0
6646,1,6,1
6647,2,6,1
6648,1,1,2
6649,2,3,0
6650,2,3,0
6651,0,1,0
6652,1,5,2
6653,0,5,1
6654,4,2,0
6655,2,3,0
6656,1,6,0
6657,2,4,0
6658,1,5,2
6659,2,6,1
6660,1,4,1
6661,2,1,0
6662,3,3,1
6663,1,5,0
6664,0,3,3
6665,2,3,0
6666,2,2,2
6667,2,4,1
6668,2,7,1
6669,2,6,1
6670,2,6,1
6671,2,6,2
6672,1,8,0
6673,4,5,1
6674,1,6,1
6675,3,5,2
6676,2,7,1
6677,0,8,2
6678,3,7,0
6679,2,4,0
6680,1,1,0
6681,1,4,0
6682,1,4,1
6683,2,4,2
6684,1,4,1
6685,1,6,3
6686,2,4,0
6687,2,1,3
6688,3,7,0
6689,0,5,0
6690,3,5,1
6691,1,1,0
6692,3,3,2
6693,0,2,2
6694,1,7,0
6695,1,5,0
6696,2,3,0
6697,0,5,2
6698,4,6,2
6699,0,7,3
6700,2,2,2
6701,1,3,1
6702,0,5,3
6703,4,2,0
6704,1,3,3
6705,1,5,0
6706,0,5,1
6707,2,4,2
6708,0,4,3
6709,1,4,0
6710,1,5,1
6711,2,7,0
6712,0,2,1
6713,1,3,1
6714,0,3,1
6715,3,4,1
6716,4,3,0
6717,5,4,0
6718,0,4,0
6719,1,5,1
6720,1,4,2
6721,3,3,0
6722,3,3,0
6723,3,5,3
6724,0,4,0
6725,0,2,1
6726,2,3,0
6727,2,6,0
6728,2,2,0
6729,3,2,1
6730,1,4,0
6731,1,5,1
6732,2,10,2
6733,1,5,2
6734,1,3,0
6735,1,3,1
6736,4,6,2
6737,1,8,1
6738,2,2,0
6739,0,3,3
6740,0,5,1
6741,0,6,1
6742,0,8,1
6743,0,5,0
6744,3,3,1
6745,3,3,0
6746,4,8,1
6747,4,6,0
6748,1,4,0
6749,2,4,0
6750,2,7,2
6751,1,4,2
6752,1,3,3
6753,0,3,3
6754,0,6,1
6755,1,2,0
6756,6,3,2
6757,1,4,0
6758,2,10,0
6759,2,2,1
6760,1,6,0
6761,2,4,2
6762,3,7,0
6763,2,8,1
6764,5,7,2
6765,2,5,0
6766,4,1,2
6767,5,2,3
6768,2,4,2
6769,0,5,2
6770,1,5,0
6771,3,3,0
6772,0,4,2
6773,3,3,3
6774,1,1,1
6775,1,5,0
6776,4,2,0
6777,0,3,2
6778,1,4,1
6779,2,7,1
6780,0,1,1
6781,2,6,1
6782,1,2,1
6783,2,7,2
6784,2,4,2
6785,0,7,0
6786,0,3,1
6787,0,6,1
6788,4,4,0
6789,2,3,2
6790,0,3,0
6791,2,3,1
6792,3,2,1
6793,0,1,0
6794,1,4,2
6795,1,6,2
6796,1,2,1
6797,0,4,0
6798,4,8,0
6799,1,10,0
6800,4,6,1
6801,1,8,0
6802,1,3,0
6803,2,4,1
6804,2,3,1
6805,1,1,1
6806,0,4,1
6807,1,2,0
6808,1,5,1
6809,0,6,0
6810,4,3,1
6811,0,7,1
6812,1,5,1
6813,2,5,1
6814,0,2,0
6815,2,5,0
6816,1,7,0
6817,2,1,1
6818,3,7,2
6819,1,6,2
6820,3,2,1
6821,2,3,1
6822,2,7,1
6823,1,8,0
6824,0,7,0
6825,1,2,1
6826,3,6,1
6827,2,4,1
6828,1,5,0
6829,0,5,0
6830,3,3,1
6831,3,4,2
6832,2,4,3
6833,1,6,0
6834,1,5,0
6835,2,5,1
6836,0,9,0
6837,3,4,0
6838,0,6,0
6839,1,6,1
6840,2,6,0
6841,0,4,4
6842,1,5,0
6843,2,4,0
6844,4,2,1
6845,2,4,3
6846,1,6,1
6847,4,3,1
6848,1,5,0
6849,2,5,0
6850,0,5,0
6851,1,7,3
6852,1,3,0
6853,5,4,2
6854,0,7,1
6855,0,6,1
6856,4,10,3
6857,2,4,0
6858,3,8,0
6859,2,2,4
6860,1,3,1
6861,4,4,2
6862,1,7,0
6863,4,7,0
6864,2,2,0
6865,2,4,1
6866,2,5,1
6867,0,3,0
6868,3,7,0
6869,0,4,0
6870,2,7,1
6871,2,2,0
6872,1,5,1
6873,0,5,4
6874,6,4,0
6875,1,10,2
6876,2,2,1
6877,3,3,0
6878,2,8,0
6879,3,9,1
6880,1,4,0
6881,1,7,0
6882,0,0,1
6883,2,4,2
6884,0,5,0
6885,2,6,1
6886,2,0,0
6887,2,6,2
6888,2,4,2
6889,3,4,0
6890,1,5,1
6891,3,5,1
6892,2,4,0
6893,3,4,0
6894,0,4,2
6895,0,9,1
6896,1,7,2
6897,5,3,0
6898,1,2,1
6899,1,9,0
6900,0,4,0
6901,0,2,2
6902,0,3,0
6903,0,4,0
6904,2,9,1
6905,2,4,2
6906,3,5,1
6907,1,4,2
6908,3,12,0
6909,2,5,0
6910,3,4,1
6911,1,3,0
6912,1,4,2
6913,0,4,1
6914,3,4,0
6915,1,5,1
6916,0,7,1
6917,0,6,0
6918,3,8,1
6919,3,2,0
6920,1,4,0
6921,2,3,0
6922,2,2,1
6923,2,6,2
6924,2,4,0
6925,4,3,0
6926,0,2,0
6927,2,5,1
6928,1,5,3
6929,1,9,0
6930,0,5,0
6931,4,10,1
6932,3,6,1
6933,1,5,0
6934,1,6,1
6935,2,7,1
6936,1,7,0
6937,2,3,1
6938,0,6,0
6939,2,3,0
6940,2,7,1
6941,1,4,0
6942,1,2,1
6943,1,4,0
6944,1,10,1
6945,1,5,1
6946,3,4,3
6947,4,5,4
6948,1,1,1
6949,2,4,1
6950,1,4,0
6951,2,6,0
6952,3,5,1
6953,2,2,2
6954,2,4,1
6955,3,5,1
6956,0,3,2
6957,2,5,3
6958,0,3,0
6959,1,1,0
6960,2,6,1
6961,2,3,1
6962,1,5,2
6963,2,9,0
6964,1,4,0
6965,2,4,0
6966,1,3,1
6967,3,6,2
6968,2,3,1
6969,1,5,0
6970,1,4,1
6971,0,2,0
6972,3,4,1
6973,0,6,1
6974,3,2,1
6975,1,6,2
6976,1,2,0
6977,2,1,2
6978,3,5,1
6979,0,5,3
6980,3,7,1
6981,1,4,0
6982,2,6,3
6983,2,3,0
6984,1,4,0
6985,3,5,2
6986,5,1,0
6987,0,6,1
6988,4,4,3
6989,1,4,1
6990,0,0,0
6991,2,6,1
6992,0,4,2
6993,3,3,1
6994,0,3,0
6995,1,6,2
6996,0,4,1
6997,0,3,0
6998,3,2,1
6999,0,6,0
7000,3,2,3
7001,1,7,0
7002,1,8,0
7003,3,4,0
7004,3,4,2
7005,3,0,1
7006,2,4,0
7007,2,0,1
7008,0,3,0
7009,3,2,1
7010,2,5,0
7011,3,4,1
7012,1,7,0
7013,1,2,0
7014,0,4,0
7015,0,5,3
7016,0,1,0
7017,1,9,0
7018,2,3,0
7019,1,2,0
7020,1,5,1
7021,0,4,1
7022,0,3,1
7023,0,0,1
7024,1,6,1
7025,1,5,1
7026,3,3,1
7027,0,3,0
7028,4,5,1
7029,0,7,2
7030,4,5,1
7031,3,2,0
7032,1,7,1
7033,1,3,0
7034,2,1,2
7035,1,7,2
7036,0,5,0
7037,2,5,2
7038,0,3,0
7039,4,5,1
7040,0,5,1
7041,0,7,0
7042,2,1,1
7043,1,4,1
7044,0,6,0
7045,2,4,2
7046,0,4,1
7047,0,6,0
7048,1,4,0
7049,0,7,0
7050,3,3,0
7051,1,4,1
7052,0,4,1
7053,1,7,0
7054,2,5,0
7055,2,2,1
7056,1,1,0
7057,1,4,3
7058,0,2,2
7059,3,2,1
7060,3,3,0
7061,1,3,1
7062,1,4,0
7063,3,4,0
7064,1,9,1
7065,0,5,0
7066,0,8,0
7067,2,2,0
7068,0,6,1
7069,1,3,0
7070,3,2,3
7071,1,7,1
7072,3,5,1
7073,0,4,1
7074,1,7,1
7075,2,6,1
7076,2,7,0
7077,3,8,0
7078,1,3,2
7079,0,4,3
7080,1,5,0
7081,1,5,1
7082,2,4,2
7083,1,5,2
7084,0,4,1
7085,0,2,2
7086,1,4,1
7087,2,3,2
7088,3,8,2
7089,2,3,0
7090,2,1,0
7091,0,4,1
7092,2,4,0
7093,2,9,0
7094,3,4,2
7095,1,5,1
7096,1,5,0
7097,3,4,1
7098,5,4,2
7099,1,3,1
7100,0,2,2
7101,1,4,1
7102,2,3,1
7103,1,2,1
7104,1,7,0
7105,2,5,0
7106,2,1,1
7107,0,6,2
7108,1,8,0
7109,1,6,1
7110,0,3,1
7111,1,4,1
7112,1,2,1
7113,1,4,0
7114,1,2,2
7115,1,4,1
7116,2,5,0
7117,2,3,0
7118,2,5,2
7119,1,2,2
7120,1,1,0
7121,1,7,1
7122,3,6,2
7123,2,3,1
7124,3,7,0
7125,1,5,0
7126,0,0,0
7127,3,5,1
7128,4,6,0
7129,2,5,1
7130,1,4,2
7131,1,7,0
7132,0,1,1
7133,1,1,0
7134,0,7,1
7135,1,4,2
7136,1,6,0
7137,4,3,1
7138,3,5,0
7139,0,4,1
7140,1,4,1
7141,2,8,1
7142,1,4,2
7143,1,5,1
7144,3,7,0
7145,0,6,0
7146,0,6,2
7147,0,5,2
7148,3,4,0
7149,1,2,0
7150,2,6,1
7151,2,4,1
7152,3,6,1
7153,1,7,0
7154,2,5,3
7155,1,3,1
7156,1,4,2
7157,2,2,1
7158,0,5,0
7159,0,6,1
7160,0,4,0
7161,2,1,1
7162,3,1,3
7163,3,4,1
7164,2,7,1
7165,3,8,1
7166,1,5,0
7167,2,4,0
7168,0,7,0
7169,1,3,0
7170,0,6,0
7171,2,6,0
7172,2,5,1
7173,1,3,0
7174,0,6,0
7175,1,3,1
7176,0,5,0
7177,6,3,0
7178,2,3,0
7179,2,5,0
7180,2,4,2
7181,4,1,1
7182,0,5,2
7183,1,4,0
7184,1,7,2
7185,3,5,0
7186,2,4,1
7187,2,3,2
7188,1,6,2
7189,1,5,1
7190,1,6,0
7191,3,9,3
7192,0,4,3
7193,3,4,0
7194,2,5,0
7195,1,4,0
7196,4,3,1
7197,1,7,2
7198,4,9,2
7199,0,4,0
7200,2,5,1
7201,2,3,0
7202,3,6,1
7203,2,5,1
7204,2,3,0
7205,1,3,1
7206,1,7,1
7207,0,4,2
7208,0,3,2
7209,3,8,0
7210,0,6,0
7211,3,10,0
7212,2,3,1
7213,1,5,0
7214,2,3,3
7215,0,4,0
7216,3,3,1
7217,2,5,1
7218,2,3,0
7219,0,4,0
7220,2,6,0
7221,2,7,1
7222,1,6,2
7223,1,4,0
7224,2,6,1
7225,1,4,1
7226,1,5,1
7227,2,8,1
7228,1,4,2
7229,3,4,0
7230,2,3,0
7231,2,5,0
7232,0,1,0
7233,1,1,1
7234,3,2,3
7235,2,3,1
7236,0,3,0
7237,2,6,1
7238,2,4,1
7239,2,5,2
7240,2,5,0
7241,1,7,0
7242,3,6,1
7243,0,3,1
7244,2,4,0
7245,1,7,1
7246,0,7,1
7247,2,4,0
7248,2,5,1
7249,1,3,0
7250,4,1,2
7251,0,6,2
7252,1,5,0
7253,1,3,0
7254,4,3,1
7255,3,5,0
7256,2,1,1
7257,0,4,2
7258,0,3,2
7259,1,6,2
7260,1,6,1
7261,1,5,0
7262,1,3,0
7263,1,10,0
7264,1,2,1
7265,2,6,2
7266,3,4,2
7267,2,3,0
7268,1,4,1
7269,1,7,0
7270,1,4,0
7271,2,4,1
7272,1,2,2
7273,2,3,1
7274,0,2,3
7275,3,5,0
7276,1,5,3
7277,3,6,1
7278,0,12,1
7279,2,5,2
7280,2,4,1
7281,0,5,1
7282,1,8,1
7283,1,6,0
7284,1,1,0
7285,2,4,0
7286,3,5,0
7287,1,3,2
7288,1,2,1
7289,1,4,2
7290,2,3,0
7291,1,5,0
7292,2,3,0
7293,2,2,2
7294,2,3,0
7295,2,2,2
7296,1,6,2
7297,2,7,1
7298,2,6,0
7299,0,3,0
7300,1,5,0
7301,0,6,1
7302,1,5,0
7303,0,4,1
7304,2,4,2
7305,1,3,3
7306,3,0,1
7307,3,4,0
7308,0,5,1
7309,1,6,0
7310,1,1,1
7311,1,3,2
7312,0,7,1
7313,2,1,3
7314,3,2,0
7315,1,3,0
7316,0,3,5
7317,0,7,1
7318,1,2,0
7319,2,7,1
7320,2,8,0
7321,1,2,0
7322,0,7,1
7323,2,5,0
7324,5,3,4
7325,4,3,2
7326,0,6,2
7327,1,3,1
7328,5,4,2
7329,0,3,1
7330,0,10,0
7331,0,6,1
7332,2,7,1
7333,3,4,0
7334,0,6,4
7335,1,2,2
7336,1,3,1
7337,0,3,0
7338,3,4,0
7339,0,4,0
7340,2,5,1
7341,5,3,0
7342,2,2,1
7343,2,5,2
7344,1,3,0
7345,1,6,1
7346,1,4,2
7347,2,9,2
7348,0,3,0
7349,1,6,3
7350,5,4,1
7351,0,4,1
7352,0,2,0
7353,1,9,2
7354,0,3,0
7355,3,3,2
7356,0,7,0
7357,1,8,1
7358,1,3,0
7359,1,4,0
7360,0,5,1
7361,0,2,1
7362,1,3,0
7363,0,3,0
7364,1,2,2
7365,5,7,1
7366,1,3,0
7367,2,5,1
7368,2,4,1
7369,1,3,1
7370,1,2,3
7371,2,2,1
7372,4,3,0
7373,1,7,2
7374,2,2,1
7375,1,2,0
7376,2,4,1
7377,0,8,0
7378,6,7,2
7379,3,4,2
7380,2,0,3
7381,3,7,0
7382,2,6,1
7383,2,1,0
7384,2,5,0
7385,1,4,0
7386,0,8,0
7387,1,4,0
7388,2,4,1
7389,1,4,0
7390,1,5,0
7391,0,3,0
7392,1,5,0
7393,3,3,0
7394,1,2,1
7395,2,1,0
7396,1,6,0
7397,3,3,2
7398,5,2,2
7399,1,4,0
7400,1,7,0
7401,0,2,0
7402,1,9,0
7403,0,3,0
7404,0,5,1
7405,1,5,1
7406,4,4,0
7407,1,6,2
7408,4,4,2
7409,1,5,2
7410,0,2,3
7411,0,7,1
7412,1,2,1
7413,1,5,0
7414,2,6,0
7415,0,2,1
7416,1,5,0
7417,0,4,0
7418,2,6,0
7419,1,6,2
7420,3,4,1
7421,1,3,1
7422,2,4,0
7423,1,8,0
7424,1,4,1
7425,1,3,1
7426,2,2,0
7427,0,7,3
7428,0,4,1
7429,1,4,0
7430,2,5,0
7431,0,7,4
7432,1,5,0
7433,3,6,0
7434,2,10,1
7435,1,2,0
7436,0,5,0
7437,1,5,2
7438,0,3,1
7439,3,9,0
7440,0,4,0
7441,1,5,4
7442,1,4,4
7443,2,3,0
7444,1,6,1
7445,3,6,3
7446,4,3,1
7447,2,2,1
7448,1,4,0
7449,0,7,1
7450,3,6,0
7451,1,4,1
7452,4,7,1
7453,2,8,1
7454,1,4,0
7455,2,5,1
7456,3,2,1
7457,0,3,1
7458,2,3,1
7459,2,5,0
7460,3,1,0
7461,0,4,0
7462,2,5,0
7463,3,4,0
7464,1,4,1
7465,4,2,1
7466,4,5,1
7467,3,6,0
7468,0,4,2
7469,0,4,0
7470,0,4,1
7471,1,2,1
7472,0,4,1
7473,4,3,0
7474,4,5,1
7475,1,5,3
7476,2,8,1
7477,2,8,0
7478,0,6,2
7479,0,2,2
7480,2,7,1
7481,0,5,1
7482,0,3,0
7483,2,5,0
7484,1,8,1
7485,1,5,1
7486,2,2,1
7487,1,8,0
7488,1,5,0
7489,2,5,2
7490,1,1,0
7491,1,8,0
7492,2,1,1
7493,1,2,1
7494,3,0,0
7495,0,3,0
7496,0,3,0
7497,2,4,1
7498,1,1,1
7499,1,4,0
7500,3,3,0
7501,1,4,0
7502,1,3,1
7503,3,7,0
7504,1,2,0
7505,2,5,0
7506,0,5,1
7507,1,4,1
7508,1,5,2
7509,1,5,1
7510,0,3,0
7511,2,9,0
7512,0,9,1
7513,1,4,1
7514,0,6,2
7515,3,2,1
7516,2,4,1
7517,0,7,1
7518,1,4,2
7519,1,6,0
7520,1,4,2
7521,0,4,0
7522,3,3,0
7523,1,4,0
7524,1,5,1
7525,0,3,2
7526,1,7,0
7527,1,6,0
7528,1,2,0
7529,2,5,0
7530,5,3,0
7531,0,7,1
7532,1,4,0
7533,2,3,1
7534,3,3,1
7535,3,3,2
7536,5,5,1
7537,1,7,1
7538,1,6,0
7539,1,6,2
7540,0,2,2
7541,1,2,0
7542,2,7,1
7543,0,5,0
7544,2,3,1
7545,1,6,2
7546,2,3,0
7547,1,8,1
7548,3,6,0
7549,3,6,3
7550,1,4,0
7551,1,5,1
7552,1,3,0
7553,3,3,1
7554,2,4,1
7555,2,5,0
7556,2,7,1
7557,3,2,1
7558,1,3,1
7559,1,6,2
7560,0,1,0
7561,4,4,1
7562,0,4,1
7563,3,7,1
7564,2,7,1
7565,0,3,1
7566,5,1,2
7567,0,0,1
7568,0,4,1
7569,0,1,1
7570,2,3,1
7571,2,4,1
7572,2,3,2
7573,0,3,1
7574,2,2,0
7575,0,6,1
7576,0,5,0
7577,2,4,0
7578,2,2,0
7579,3,1,0
7580,4,7,1
7581,0,3,0
7582,0,7,1
7583,1,8,0
7584,1,5,0
7585,0,2,0
7586,3,6,2
7587,4,2,1
7588,4,5,0
7589,0,4,0
7590,0,4,2
7591,2,4,0
7592,2,7,1
7593,3,5,3
7594,0,6,0
7595,1,4,0
7596,3,2,0
7597,2,9,3
7598,1,5,1
7599,2,4,0
7600,3,7,0
7601,1,9,0
7602,1,3,0
7603,1,4,0
7604,1,9,2
7605,1,5,0
7606,3,4,0
7607,0,6,0
7608,3,2,2
7609,1,4,0
7610,2,5,0
7611,3,1,2
7612,0,1,1
7613,0,4,1
7614,4,5,0
7615,2,8,0
7616,1,4,3
7617,3,6,0
7618,1,5,0
7619,1,8,1
7620,1,4,0
7621,0,4,0
7622,1,4,1
7623,2,7,0
7624,2,5,0
7625,1,6,0
7626,2,3,3
7627,4,5,1
7628,0,8,1
7629,1,5,2
7630,1,6,0
7631,2,2,0
7632,0,7,0
7633,1,2,1
7634,5,6,3
7635,4,2,5
7636,1,2,0
7637,1,3,0
7638,1,4,2
7639,2,3,0
7640,0,3,1
7641,0,4,1
7642,3,7,1
7643,2,3,1
7644,2,5,1
7645,2,5,2
7646,1,6,0
7647,1,6,0
7648,3,3,1
7649,3,5,2
7650,4,2,0
7651,0,6,2
7652,5,3,1
7653,2,3,1
7654,1,8,1
7655,1,9,0
7656,0,6,0
7657,0,7,0
7658,1,3,1
7659,0,5,1
7660,1,3,0
7661,1,5,1
7662,0,4,0
7663,2,6,1
7664,5,8,2
7665,3,4,1
7666,1,2,0
7667,1,7,1
7668,1,5,0
7669,2,3,1
7670,3,4,0
7671,1,4,1
7672,1,8,0
7673,3,2,1
7674,2,3,0
7675,1,7,2
7676,3,4,1
7677,3,9,1
7678,1,4,0
7679,0,5,1
7680,0,4,0
7681,0,5,3
7682,0,4,2
7683,2,3,0
7684,0,9,1
7685,1,6,0
7686,4,3,0
7687,3,3,1
7688,1,6,0
7689,2,3,0
7690,4,3,0
7691,1,10,0
7692,3,4,2
7693,1,5,3
7694,1,3,2
7695,1,7,0
7696,1,3,2
7697,1,7,1
7698,1,5,0
7699,2,6,1
7700,3,5,0
7701,3,3,2
7702,0,4,2
7703,0,5,1
7704,4,3,2
7705,3,9,0
7706,3,1,1
7707,2,5,1
7708,3,4,0
7709,2,5,0
7710,0,4,0
7711,1,3,2
7712,3,5,0
7713,2,4,2
7714,3,3,1
7715,1,3,2
7716,2,6,0
7717,2,6,1
7718,2,3,1
7719,4,3,1
7720,1,4,0
7721,0,3,0
7722,1,3,0
7723,3,8,1
7724,1,5,2
7725,1,4,0
7726,2,7,1
7727,0,5,0
7728,2,8,0
7729,2,4,1
7730,1,2,2
7731,3,5,0
7732,1,2,1
7733,0,8,0
7734,0,7,3
7735,2,6,2
7736,4,8,0
7737,1,2,1
7738,1,7,1
7739,3,4,1
7740,0,4,1
7741,1,7,0
7742,1,2,1
7743,3,2,0
7744,2,6,2
7745,0,5,0
7746,3,5,1
7747,6,5,1
7748,2,3,0
7749,2,4,1
7750,3,4,1
7751,1,5,0
7752,2,3,2
7753,2,7,2
7754,1,5,0
7755,1,10,1
7756,4,3,0
7757,2,5,1
7758,1,5,1
7759,2,8,3
7760,1,3,3
7761,2,5,2
7762,2,5,0
7763,4,3,1
7764,2,6,2
7765,2,2,0
7766,1,2,2
7767,1,4,1
7768,1,5,1
7769,1,2,1
7770,3,6,1
7771,1,4,0
7772,3,5,2
7773,2,5,1
7774,0,4,0
7775,0,2,2
7776,3,8,0
7777,1,3,1
7778,2,7,3
7779,1,1,1
7780,1,3,0
7781,2,4,2
7782,2,3,4
7783,0,2,2
7784,1,2,0
7785,1,4,1
7786,1,2,1
7787,0,3,0
7788,2,3,0
7789,1,4,1
7790,1,2,1
7791,2,6,1
7792,1,6,0
7793,1,6,0
7794,1,4,0
7795,2,4,2
7796,1,4,0
7797,1,2,2
7798,0,7,1
7799,3,5,4
7800,2,5,2
7801,0,5,2
7802,0,2,1
7803,1,4,3
7804,3,3,1
7805,0,5,0
7806,1,5,0
7807,1,6,0
7808,2,2,0
7809,1,5,0
7810,1,1,1
7811,1,8,1
7812,0,2,2
7813,3,6,2
7814,1,2,0
7815,3,3,1
7816,1,3,1
7817,4,8,1
7818,3,4,0
7819,1,2,1
7820,1,7,0
7821,3,4,1
7822,0,4,2
7823,0,5,1
7824,4,8,0
7825,3,4,0
7826,1,3,0
7827,1,3,1
7828,1,7,1
7829,3,10,2
7830,0,2,0
7831,0,4,1
7832,4,3,0
7833,1,9,1
7834,2,5,3
7835,0,5,0
7836,2,4,0
7837,1,2,2
7838,0,2,0
7839,2,3,1
7840,2,1,0
7841,2,4,2
7842,4,12,1
7843,1,7,2
7844,1,3,1
7845,1,3,0
7846,2,3,0
7847,0,9,1
7848,3,0,4
7849,2,3,2
7850,2,6,0
7851,1,6,3
7852,2,2,2
7853,0,4,1
7854,2,5,1
7855,1,3,0
7856,3,5,1
7857,0,2,1
7858,3,5,1
7859,2,3,0
7860,3,2,1
7861,0,2,0
7862,1,4,0
7863,3,1,4
7864,1,6,0
7865,2,7,2
7866,2,5,1
7867,3,1,1
7868,1,8,2
7869,0,3,2
7870,1,6,1
7871,2,2,0
7872,0,5,0
7873,1,4,0
7874,1,4,0
7875,1,1,3
7876,1,6,0
7877,0,5,2
7878,1,5,1
7879,2,1,1
7880,1,5,1
